總機構代號,機構代號,機構名稱,地址,電話,負責人,異動日期,金融機構網址,公告日期
005,0050234,臺灣土地銀行大甲分行,臺中市大甲區鎮政路40號,04-26877181,陳源松,20191030,,20240327
005,0050245,臺灣土地銀行台中分行,台中市中區自由路二段1號,04-22235021,陳瑋,20230627,,20240327
005,0050256,臺灣土地銀行南投分行,南投縣南投市中山街202號,049-2222143,黃淑芬,20181222,,20240327
005,0050267,臺灣土地銀行員林分行,彰化縣員林市中山路二段100號,04-8323171,張漢水,20150819,,20240327
005,0050278,臺灣土地銀行斗六分行,雲林縣斗六市中山路72號,05-5323901,黃義經,20120221,,20240327
005,0050289,臺灣土地銀行北港分行,雲林縣北港鎮民主路90號,05-7836111,陳麗華,20230629,,20240327
005,0050290,臺灣土地銀行嘉義分行,嘉義市東區中山路309號,05-2241150,周宏衛,20230629,,20240327
005,0050304,臺灣土地銀行新營分行,臺南市新營區中山路79號,06-6322441,陳芳玲,20120221,,20240327
005,0050315,臺灣土地銀行永康分行,臺南市永康區中山南路20號,06-2321171,林佳程,20120221,,20240327
005,0050326,臺灣土地銀行台南分行,台南市中西區中正路28號,06-2265211,黃月英,20230629,,20240327
005,0050337,臺灣土地銀行高雄分行,高雄市鹽埕區大勇路131號,07-5515231,張美華,20120221,,20240327
005,0050348,臺灣土地銀行岡山分行,高雄市岡山區岡山路285號,07-6216102,黃百宏,20230629,,20240327
005,0050359,臺灣土地銀行美濃分行,高雄市美濃區中山路一段65號,07-6813211,洪正峯,20120221,,20240327
005,0050360,臺灣土地銀行屏東分行,屏東縣屏東市逢甲路78號,08-7325131,陳莉芝,20120221,,20240327
005,0050371,臺灣土地銀行臺東分行,台東縣台東市中華路一段357號,089-310111,林宗辰,20230629,,20240327
005,0050382,臺灣土地銀行青年分行,高雄市鳳山區青年路二段281號,07-7808700,李素偵,20191030,,20240327
005,0050393,臺灣土地銀行金門分行,金門縣金城鎮民生路34號,082-327300,詹德坤,20230629,,20240327
005,0050407,臺灣土地銀行澎湖分行,澎湖縣馬公市三民路20號,06-9262141,鄭昭榮,20120221,,20240327
005,0050418,臺灣土地銀行營業部,台北市中正區館前路46號,02-23483456,賴啟勳,20230908,,20240327
005,0050452,臺灣土地銀行和平分行,台北市大安區和平東路三段15號,02-27057505,莊文宗,20230629,,20240327
005,0050463,臺灣土地銀行潮州分行,屏東縣潮州鎮新生路12號,08-7884111,辛珍廷,20120221,,20240327
005,0050474,臺灣土地銀行彰化分行,彰化縣彰化市光復路98號,04-7230777,古智升,20120221,,20240327
005,0050485,臺灣土地銀行中山分行,高雄市前金區五福三路82號1-2樓及80號地下室,07-2519406,楊佳碧,20221005,,20240327
005,0050496,臺灣土地銀行永和分行,新北市永和區竹林路33號,02-89268168,黃淑華,20230629,,20240327
005,0050500,臺灣土地銀行板橋分行,新北市板橋區文化路一段143號,02-29689111,王伯仁,20120221,,20240327
005,0050511,臺灣土地銀行鳳山分行,高雄市鳳山區曹公路15號,07-7460121,林劍聖,20120221,,20240327
005,0050522,臺灣土地銀行湖口分行,新竹縣湖口鄉中正路一段102號,03-5996111,黃運興,20230629,,20240327
005,0050533,臺灣土地銀行蘇澳分行,宜蘭縣蘇澳鎮太平路17號,03-9961100,葉玉琴,20230629,,20240327
005,0050544,臺灣土地銀行新興分行,高雄市新興區七賢一路480號,07-2355111,許富美,20120221,,20240327
005,0050555,臺灣土地銀行西台中分行,臺中市西區五權路2-4號,04-22289151,詹文琦,20160105,,20240327
005,0050566,臺灣土地銀行虎尾分行,雲林縣虎尾鎮林森路一段490號,05-6327373,陳和協,20120221,,20240327
005,0050577,臺灣土地銀行仁愛分行,台北市大安區仁愛路三段29號,02-27728282,李健青,20230629,,20240327
005,0050588,臺灣土地銀行忠孝分行,台北市大安區復興南路一段129號,02-27312393,蘇秋燕,20230629,,20240327
005,0050599,臺灣土地銀行中正分行,高雄市新興區中正三路158號,07-2352156,謝麗月,20120221,,20240327
005,0050614,臺灣土地銀行新店分行,新北市新店區北新路一段309號,02-29151234,趙敬萱,20230629,,20240327
005,0050625,臺灣土地銀行北台南分行,臺南市北區公園路128-7號,06-2210071,李毓珣,20120221,,20240327
005,0050636,臺灣土地銀行松山分行,台北市松山區敦化南路一段2號1樓,02-25774558,李明鐘,20230629,,20240327
005,0050647,臺灣土地銀行內湖分行,台北市內湖區民權東路六段156號,02-27963800,呂志明,20230629,,20240327
005,0050658,臺灣土地銀行三民分行,高雄市三民區建工路647、649、651、653、655、657、659、661等號1至2樓,07-3861301,陳秀英,20120221,,20240327
005,0050669,臺灣土地銀行民雄分行,嘉義縣民雄鄉建國路三段126號1-4樓,05-2200180,鄭曉東,20120409,,20240327
005,0050670,臺灣土地銀行大社分行,高雄市大社區中山路367.369.371號,07-3520779,林敏惠,20120221,,20240327
005,0050692,臺灣土地銀行前鎮分行,高雄市前鎮區一心一路241號,07-3329755,范秋雲,20230629,,20240327
005,0050706,臺灣土地銀行路竹分行,高雄市路竹區國昌路18號1-3樓,07-6972131,蔡安宗,20120724,,20240327
005,0050717,臺灣土地銀行五甲分行,高雄市鳳山區五甲二路256號,07-7715176,陳珀貴,20120221,,20240327
005,0050728,臺灣土地銀行太平分行,臺中市太平區中山路3段131號,04-22780788,楊宗勳,20191030,,20240327
005,0050740,臺灣土地銀行敦化分行,台北市大安區敦化南路二段76號,02-27071234,黃素津,20230629,,20240327
005,0050751,臺灣土地銀行信託部,台北市中正區懷寧街53號4樓,02-23483456,唐素珍,20230627,,20240327
005,0050762,臺灣土地銀行蘆洲分行,新北市蘆洲區中山一路100號,02-22859100,鍾秋香,20230629,,20240327
005,0050773,臺灣土地銀行北臺中分行,臺中市北區中清路一段79號,04-22016902,簡幸宥,20230629,,20240327
005,0050784,臺灣土地銀行苓雅分行,高雄市苓雅區忠孝二路18號,07-3328477,蘇昱榮,20120221,,20240327
005,0050795,臺灣土地銀行信義分行,台北市信義區基隆路一段436號,02-27585667,胡佩君,20230629,,20240327
005,0050809,臺灣土地銀行土城分行,新北市土城區中央路一段127號,02-22651000,林貞延,20230629,,20240327
005,0050810,臺灣土地銀行淡水分行,新北市淡水區中山北路1段40，42，46號1.2樓(含地下一樓),02-26219691,張哲浩,20230629,,20240327
005,0050821,臺灣土地銀行草屯分行,南投縣草屯鎮中正路601之7號,049-2330573,林芳敏,20191030,,20240327
005,0050832,臺灣土地銀行東台南分行,臺南市東區東門路三段261號,06-2902789,周朝榮,20230627,,20240327
005,0050843,臺灣土地銀行通霄分行,苗栗縣通霄鎮中正路85號1、2樓,037-756010,葉金山,20230629,,20240327
005,0050854,臺灣土地銀行學甲分行,臺南市學甲區中正路303號1，2，3樓（含地下一樓),06-7832166,黃士權,20120221,,20240327
005,0050865,臺灣土地銀行新莊分行,新北市新莊區思源路553號,02-29973321,曾界雄,20231019,,20240327
005,0050876,臺灣土地銀行雙和分行,新北市中和區中山路二段120號,02-22425300,夏麗雪,20120221,,20240327
005,0050887,臺灣土地銀行國外部,台北市中正區館前路46號,02-23483456,陳昭輔,20230908,,20240327
005,0050898,臺灣土地銀行白河分行,臺南市白河區三民路395號1、2、3樓,06-6855301,陳明陽,20120221,,20240327
005,0050902,臺灣土地銀行復興分行,臺北市中山區復興北路234號,02-25090888,林有為,20230629,,20240327
005,0050913,臺灣土地銀行平鎮分行,桃園市平鎮區中豐路山頂段5號1至3樓,03-4699111,陳煥勳,20230629,,20240327
005,0050924,臺灣土地銀行國際金融業務分行,台北市中正區館前路46號,02-23483456,陳昭輔,20230627,,20240327
005,0050935,臺灣土地銀行文山分行,台北市文山區景興路206號1、2樓及地下1樓,02-29336222,張安順,20230629,,20240327
005,0050946,臺灣土地銀行中港分行,台中市西屯區文心路2段598號1至2樓及地下1樓,04-23288800,黃哲雄,20230627,,20240327
005,0050957,臺灣土地銀行東板橋分行,新北市板橋區民族路212.214.216.218.220號1-2樓,02-29633939,呂志明,20230629,,20240327
005,0050968,臺灣土地銀行南崁分行,桃園市蘆竹區洛陽街16號,03-3526556,黃淑華,20230629,,20240327
005,0050979,臺灣土地銀行建國分行,高雄市三民區建國一路458號,07-2250011,許束禎,20120221,,20240327
005,0050980,臺灣土地銀行樹林分行,新北市樹林區保安二街82號,02-26845116,謝志盈,20230629,,20240327
005,0050991,臺灣土地銀行東台北分行,台北市信義區松德路107號,02-27272588,饒世德,20230629,,20240327
005,0051002,臺灣土地銀行西三重分行,新北市三重區重陽路一段88號、88號2樓、88號2樓之1,02-29846969,馮君正,20230629,,20240327
005,0051013,臺灣土地銀行南台中分行,台中市南區國光路81號,(04)22240323,林筱玲,20191030,,20240327
005,0051024,臺灣土地銀行長春分行,台北市中山區長春路156號1樓至4樓、6樓,02-25681988,余俊英,20230629,,20240327
005,0051035,臺灣土地銀行東新竹分行,新竹市北大路22號1.2樓,03-5353998,張金水,20230629,,20240327
005,0051046,臺灣土地銀行新市分行,臺南市新市區復興路10、12號,06-5997373,蘇志峰,20230629,,20240327
005,0051057,臺灣土地銀行博愛分行,高雄市三民區博愛一路300號1樓、2樓、3樓,07-3150301,黃國雄,20120221,,20240327
005,0051068,臺灣土地銀行中崙分行,台北市松山區東興路26號,02-27477070,陳淑娟,20230629,,20240327
005,0051079,臺灣土地銀行華江分行,新北市板橋區文化路二段182巷1弄2號,02-22518599,林宜隆,20230629,,20240327
005,0051080,臺灣土地銀行竹北分行,新竹縣竹北市縣政九路130號1至5樓,03-5532231,葉聖倫,20121116,,20240327
005,0051091,臺灣土地銀行安平分行,臺南市安平區中華西路2段23號,06-2933555,楊志鵬,20191030,,20240327
005,0051105,臺灣土地銀行嘉興分行,嘉義市西區自由路28號1至4樓,05-2810866,賴松生,20151022,,20240327
005,0051116,臺灣土地銀行南新莊分行,新北市新莊區新樹路288之23號1-3樓,02-22066080,童桂妹,20230629,,20240327
005,0051127,臺灣土地銀行三峽分行,新北市樹林區學勤路229號,02-86711010,李泓興,20230629,,20240327
005,0051138,臺灣土地銀行沙鹿分行,臺中市沙鹿區居仁里中山路407號1-2樓、4樓及地下1樓,04-26651717,黃明振,20230629,,20240327
005,0051149,臺灣土地銀行南桃園分行,桃園市桃園區中山路829，831，833，835號一、二樓,03-3786969,江燕和,20230629,,20240327
005,0051150,臺灣土地銀行汐止分行,新北市汐止區大同路一段306-3號1、2樓,02-26498577,蘇暉文,20230629,,20240327
005,0051161,臺灣土地銀行萬華分行,台北市萬華區西園路二段205號,02-23322778,陳秀惠,20230629,,20240327
005,0051172,臺灣土地銀行小港分行,高雄市小港區宏平路336號,07-8065606,陳銀盆,20120221,,20240327
005,0051183,臺灣土地銀行新工分行,新竹縣湖口鄉中華路76號1.2.3樓及80號1.2樓,03-5981969,梁秀貞,20230629,,20240327
005,0051194,臺灣土地銀行烏日分行,臺中市烏日區中山路一段535號1至2樓,04-23360311,林金和,20230629,,20240327
005,0051208,臺灣土地銀行西湖分行,臺北市內湖區港墘路183、185號1樓,02-26599888,葉眉青,20230629,,20240327
005,0051219,臺灣土地銀行八德分行,桃園市八德區介壽路一段702、704號地下室、1、2、3樓,(03)3667966,吳麗玉,20230629,,20240327
005,0051220,臺灣土地銀行北屯分行,臺中市北區文心路四段232號1、2樓、地下1樓,04-22915678,林瑩杰,20230629,,20240327
005,0051231,臺灣土地銀行大安分行,台北市大安區大安路2段37號1、2樓,02-23256266,簡素錦,20230629,,20240327
005,0051242,臺灣土地銀行北中壢分行,桃園市中壢區環北路400、402、404號一樓及398號地下層之一,03-4250011,張國平,20150828,,20240327
005,0051253,臺灣土地銀行高樹分行,屏東縣高樹鄉南興路99號,08-7963399,李世傑,20230626,,20240327
005,0051264,臺灣土地銀行枋寮分行,屏東縣枋寮鄉隆山路111號,08-8781533,曾志榮,20230626,,20240327
005,0051286,臺灣土地銀行金城分行,金門縣金城鎮民生路6號,082-311981,楊瓊如,20230626,,20240327
005,0051297,臺灣土地銀行光復分行,新北市板橋區三民路二段一四八號,02-89522345,簡麗紋,20230629,,20240327
005,0051301,臺灣土地銀行左營分行,高雄市左營區華夏路1237號1樓,07-3436168,高瑞芳,20230629,,20240327
005,0051312,臺灣土地銀行北桃園分行,桃園市桃園區中正路1071號1樓之1,03-3566199,張上毅,20230629,,20240327
005,0051323,臺灣土地銀行東港分行,屏東縣東港鎮光復路二段27號1至4樓,08-8332255,吳明晃,20230626,,20240327
005,0051334,臺灣土地銀行天母分行,臺北市士林區忠誠路2段122號1樓、2樓及124號1樓、2樓、地下1樓,02-28767287,鄭翠華,20230629,,20240327
005,0051345,臺灣土地銀行泰山分行,新北市泰山區明志路三段一六八號,02-29018899,紀金禪,20230629,,20240327
005,0051356,臺灣土地銀行中科分行,臺中市大雅區中科路6號2樓之1、之2,04-25658228,楊士錦,20230629,,20240327
005,0051367,臺灣土地銀行大園分行,桃園市大園區中正東路53、55號1至3樓,03-3850805,陳妙妃,20230629,,20240327
005,0051378,臺灣土地銀行楊梅分行,桃園市楊梅區大平街116號,03-4881215,徐肇坤,20150330,,20240327
005,0051404,臺灣土地銀行城東分行,台北市中山區中山北路二段46號之二,02-25676268,林麗惠,20230629,,20240327
005,0051415,臺灣土地銀行松南分行,台北市信義區松山路130號,02-27631111,戴依璇,20230629,,20240327
005,0051426,臺灣土地銀行福興分行,彰化縣福興鄉彰鹿路7段399號1至4樓,04-7785566,張俊湛,20120221,,20240327
005,0051437,臺灣土地銀行林口分行,桃園市龜山區文化二路109號1至3樓、109之1號,03-3182128,邱惠敏,20230629,,20240327
005,0051448,臺灣土地銀行西屯分行,臺中市西屯區市政北二路286號,04-22593111,李青蓉,20230629,,20240327
005,0051459,臺灣土地銀行內壢分行,桃園市中壢區環中東路33號1至2樓,03-4612666,曾慶宗,20171206,,20240327
005,0051460,臺灣土地銀行竹南分行,苗栗縣竹南鎮中正路62號1至4樓,037-551022,江春華,20230629,,20240327
005,0051471,臺灣土地銀行安南分行,臺南市安南區海佃路三段47號1至4樓,06-2568669,林業清,20190710,,20240327
005,0051482,臺灣土地銀行汐科分行,新北市汐止區新台五路一段93號,02-26972858,陳文龍,20230629,,20240327
005,0051493,臺灣土地銀行楠梓分行,高雄市楠梓區藍昌路318號,07-3621199,林朱培,20191030,,20240327
005,0051507,臺灣土地銀行大里分行,臺中市大里區國光路二段405號一至4樓及地下一樓,04-24061679,劉永隆,20230629,,20240327
005,0051518,臺灣土地銀行大灣分行,臺南市永康區永大路二段1062號1至2樓,06-2071200,黃鴻曌,20171206,,20240327
005,0051530,臺灣土地銀行大發分行,高雄市大寮區鳳林四路272號1至4樓及地下1樓,07-7869169,黃雪芬,20230629,,20240327
005,0051563,臺灣土地銀行工研院分行,新竹縣竹東鎮中興路四段195號,03-5910188,劉顯明,20230629,,20240327
005,0051574,臺灣土地銀行北三重分行,新北市三重區重陽路4段95.97.99號,02-89821919,翁慧玲,20230629,,20240327
005,0051585,臺灣土地銀行圓通分行,新北市中和區連城路192號,02-22497071,王禎祥,20230629,,20240327
005,0051600,臺灣土地銀行大直分行,臺北市中山區樂群二路283、285、287、289號1至2樓,02-85025868,林鎮在,20230629,,20240327
005,0051611,臺灣土地銀行南屯分行,臺中市南屯區文心南路65、67號1、2樓,(04)24723568,林秋蘭,20230629,,20240327
